"rank"	"finalWorth"	"category"	"personName"	"age"	"region"	"city"	"source"	"industries"	"countryOfCitizenship"	"organization"	"selfMade"	"status"	"gender"	"birthDate"	"lastName"	"firstName"	"title"	"date"	"state"	"residenceStateRegion"	"birthYear"	"birthMonth"	"birthDay"	"cpi_country"	"cpi_change_country"	"gdp_country"	"gross_tertiary_education_enrollment"	"gross_primary_education_enrollment_country"	"life_expectancy_country"	"tax_revenue_country_country"	"total_tax_rate_country"	"population_country"	"latitude_country"	"longitude_country"
"984"	982	3000	"Real Estate"	"Nicolas Berggruen"	61	"United States"	"Beverly Hills"	"Real estate, investments"	"Real Estate"	"United States"	""	FALSE	"U"	"M"	"8/10/1961 0:00"	"Berggruen"	"Nicolas"	""	"4/4/2023 5:01"	"California"	"West"	1961	8	10	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2048"	2020	1400	"Manufacturing"	"Huang Jinxiang & family"	58	"China"	"Xuancheng"	"Chemicals"	"Manufacturing"	"China"	""	TRUE	"U"	"M"	"1/27/1965 0:00"	"Huang"	"Jinxiang"	""	"4/4/2023 5:01"	""	""	1965	1	27	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"187"	184	9800	"Logistics"	"Rodolphe Saadé"	53	"France"	"Marseille"	"Shipping"	"Logistics"	"France"	"CMA CGM"	FALSE	"Split Family Fortune"	"M"	"3/3/1970 0:00"	"Saadé"	"Rodolphe"	"Chairman and CEO"	"4/4/2023 5:01"	""	""	1970	3	3	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"988"	982	3000	"Healthcare"	"Cai Dongchen"	70	"China"	"Luancheng"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"D"	"M"	"2/1/1953 0:00"	"Cai"	"Dongchen"	""	"4/4/2023 5:01"	""	""	1953	2	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"382"	365	6700	"Food & Beverage"	"Xu Shihui"	65	"China"	"Quanzhou"	"Snacks, beverages"	"Food & Beverage"	"China"	""	TRUE	"D"	"M"	"1/1/1958 0:00"	"Xu"	"Shihui"	""	"4/4/2023 5:01"	""	""	1958	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1868"	1804	1600	"Food & Beverage"	"Andres Santo Domingo"	44	"United States"	"New York"	"Beer"	"Food & Beverage"	"United States"	""	FALSE	"E"	"M"	"6/1/1978 0:00"	"Santo Domingo"	"Andres"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1978	6	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1975"	1905	1500	"Construction & Engineering"	"David Penaloza Alanis"	49	"Mexico"	"Mexico City"	"Toll roads"	"Construction & Engineering"	"Mexico"	""	FALSE	"U"	"M"	"1/1/1974 0:00"	"Penaloza Alanis"	"David"	""	"4/4/2023 5:01"	""	""	1974	1	1	141.54	3.6	"$1,258,286,717,125 "	40.2	105.8	75	13.1	55.1	126014024	23.634501	-102.552784
"242"	242	8400	"Media & Entertainment"	"Jim Kennedy"	75	"United States"	"Atlanta"	"Media, automotive"	"Media & Entertainment"	"United States"	"Cox Enterprises"	FALSE	"U"	"M"	"11/29/1947 0:00"	"Kennedy"	"Jim"	"Chairman Emeritus"	"4/4/2023 5:01"	"Georgia"	"South"	1947	11	29	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1697"	1647	1800	"Technology"	"Olivier Pomel"	46	"United States"	"New York"	"Cloud computing"	"Technology"	"France"	"Datadog"	TRUE	"D"	"M"	"3/26/1977 0:00"	"Pomel"	"Olivier"	"Cofounder"	"4/4/2023 5:01"	"New York"	"Northeast"	1977	3	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1000"	982	3000	"Food & Beverage"	"Sam Goi"	76	"Singapore"	"Singapore"	"Frozen foods"	"Food & Beverage"	"Singapore"	""	TRUE	"U"	"M"	"12/28/1946 0:00"	"Goi"	"Sam"	""	"4/4/2023 5:01"	""	""	1946	12	28	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"1424"	1368	2200	"Fashion & Retail"	"Wang Wenmo"	66	"China"	"Quanzhou"	"Sports apparel"	"Fashion & Retail"	"China"	""	TRUE	"U"	"M"	"1/1/1957 0:00"	"Wang"	"Wenmo"	""	"4/4/2023 5:01"	""	""	1957	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"227"	223	8800	"Technology"	"Pierre Omidyar"	55	"United States"	"Honolulu"	"EBay, PayPal"	"Technology"	"United States"	"eBay"	TRUE	"D"	"M"	"6/21/1967 0:00"	"Omidyar"	"Pierre"	"Founder"	"4/4/2023 5:01"	"Hawaii"	"West"	1967	6	21	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2184"	2133	1300	"Technology"	"Alexander Karp"	55	"United States"	"Palo Alto"	"Software firm"	"Technology"	"United States"	"Palantir Technologies"	TRUE	"U"	"M"	"10/1/1967 0:00"	"Karp"	"Alexander"	"Cofounder and CEO"	"4/4/2023 5:01"	"California"	"West"	1967	10	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"605"	591	4600	"Food & Beverage"	"Issad Rebrab & family"	79	"Algeria"	"Algiers"	"Food"	"Food & Beverage"	"Algeria"	""	TRUE	"D"	"M"	"1/1/1944 0:00"	"Rebrab"	"Issad"	""	"4/4/2023 5:01"	""	""	1944	1	1	151.36	2	"$169,988,236,398 "	51.4	109.9	76.7	37.2	66.1	43053054	28.033886	1.659626
"430"	425	6000	"Fashion & Retail"	"Gopikishan Damani"	65	"India"	"Mumbai"	"Retail, investments"	"Fashion & Retail"	"India"	""	TRUE	"D"	"M"	"1/1/1958 0:00"	"Damani"	"Gopikishan"	""	"4/4/2023 5:01"	""	""	1958	1	1	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"1064"	1027	2900	"Food & Beverage"	"William Wrigley, Jr."	59	"United States"	"North Palm Beach"	"Chewing gum"	"Food & Beverage"	"United States"	"Wrigley Management, Inc."	FALSE	"D"	"M"	"11/1/1963 0:00"	"Wrigley"	"William"	"Investor"	"4/4/2023 5:01"	"Florida"	"South"	1963	11	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"319"	317	7200	"Real Estate"	"Jeff Greene"	68	"United States"	"Palm Beach"	"Real estate, investments"	"Real Estate"	"United States"	""	TRUE	"U"	"M"	"12/10/1954 0:00"	"Greene"	"Jeff"	""	"4/4/2023 5:01"	"Florida"	"South"	1954	12	10	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1923"	1905	1500	"Finance & Investments"	"Ana Lucia de Mattos Barretto Villela"	49	"Brazil"	"Sao Paulo"	"Banking"	"Finance & Investments"	"Brazil"	""	FALSE	"D"	"F"	"10/25/1973 0:00"	"de Mattos Barretto Villela"	"Ana Lucia"	""	"4/4/2023 5:01"	""	""	1973	10	25	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"2565"	2540	1000	"Healthcare"	"Feng Yuxia"	58	"China"	"Beijing"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"D"	"F"	"11/6/1964 0:00"	"Feng"	"Yuxia"	""	"4/4/2023 5:01"	""	""	1964	11	6	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1306"	1272	2400	"Real Estate"	"David Walentas"	84	"United States"	"New York"	"Real estate"	"Real Estate"	"United States"	""	TRUE	"U"	"M"	"8/7/1938 0:00"	"Walentas"	"David"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1938	8	7	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"464"	455	5600	"Healthcare"	"Seo Jung-jin"	65	"South Korea"	"Seoul"	"Biotech"	"Healthcare"	"South Korea"	"Celltrion Inc."	TRUE	"D"	"M"	"10/23/1957 0:00"	"Seo"	"Jung-jin"	""	"4/4/2023 5:01"	""	""	1957	10	23	115.16	0.4	"$2,029,000,000,000 "	94.3	98.1	82.6	15.6	33.2	51709098	35.907757	127.766922
"465"	455	5600	"Automotive"	"Wu Jianshu"	59	"China"	"Ningbo"	"Auto parts"	"Automotive"	"Hong Kong"	""	TRUE	"D"	"M"	"1/1/1964 0:00"	"Wu"	"Jianshu"	""	"4/4/2023 5:01"	""	""	1964	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"11"	11	80500	"Fashion & Retail"	"Francoise Bettencourt Meyers & family"	69	"France"	"Paris"	"L'Oréal"	"Fashion & Retail"	"France"	""	FALSE	"U"	"F"	"7/10/1953 0:00"	"Bettencourt Meyers"	"Francoise"	""	"4/4/2023 5:01"	""	""	1953	7	10	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"298"	290	7600	"Healthcare"	"Zhong Huijuan"	62	"China"	"Shanghai"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"D"	"F"	"1/1/1961 0:00"	"Zhong"	"Huijuan"	""	"4/4/2023 5:01"	""	""	1961	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2021"	2020	1400	"Finance & Investments"	"Alberto Alcocer"	80	"Spain"	"Madrid"	"Investments"	"Finance & Investments"	"Spain"	""	TRUE	"U"	"M"	"12/7/1942 0:00"	"Alcocer"	"Alberto"	""	"4/4/2023 5:01"	""	""	1942	12	7	110.96	0.7	"$1,394,116,310,769 "	88.9	102.7	83.3	14.2	47	47076781	40.463667	-3.74922
"576"	567	4800	"Manufacturing"	"Winifred J. Marquart"	63	"United States"	"Virginia Beach"	"Cleaning products"	"Manufacturing"	"United States"	""	FALSE	"U"	"F"	"4/6/1959 0:00"	"Marquart"	"Winifred J."	""	"4/4/2023 5:01"	"Virginia"	"South"	1959	4	6	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1969"	1905	1500	"Technology"	"John Ocampo"	63	"United States"	"Los Altos"	"Semiconductors"	"Technology"	"United States"	""	TRUE	"U"	"M"	"4/5/1959 0:00"	"Ocampo"	"John"	""	"4/4/2023 5:01"	"California"	"West"	1959	4	5	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"225"	223	8800	"Technology"	"Richard Liu"	49	"China"	"Beijing"	"E-commerce"	"Technology"	"China"	""	TRUE	"D"	"M"	"3/10/1974 0:00"	"Liu"	"Richard"	""	"4/4/2023 5:01"	""	""	1974	3	10	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1650"	1647	1800	"Sports"	"Leslie Alexander"	79	"United States"	"Houston"	"Sports team"	"Sports"	"United States"	""	TRUE	"E"	"M"	"6/30/1943 0:00"	"Alexander"	"Leslie"	""	"4/4/2023 5:01"	"Texas"	"South"	1943	6	30	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"680"	679	4100	"Service"	"Danielle Bellon & family"	83	"France"	"Paris"	"Food services"	"Service"	"France"	""	FALSE	"U"	"F"	"2/8/1940 0:00"	"Bellon"	"Danielle"	""	"4/4/2023 5:01"	""	""	1940	2	8	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"712"	699	4000	"Telecom"	"Rakesh Mittal"	67	"India"	"Delhi"	"Telecom"	"Telecom"	"India"	""	FALSE	"Split Family Fortune"	"M"	"9/18/1955 0:00"	"Mittal"	"Rakesh"	""	"4/4/2023 5:01"	""	""	1955	9	18	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"2491"	2405	1100	"Diversified"	"Antonio Percassi"	69	"Italy"	"Bergamo"	"Real estate, diversified"	"Diversified"	"Italy"	""	TRUE	"D"	"M"	"6/9/1953 0:00"	"Percassi"	"Antonio"	""	"4/4/2023 5:01"	""	""	1953	6	9	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"266"	261	8000	"Metals & Mining"	"Pavel Tykac"	58	"Czech Republic"	"Prague"	"Coal mines"	"Metals & Mining"	"Czech Republic"	""	TRUE	"U"	"M"	"5/15/1964 0:00"	"Tykac"	"Pavel"	""	"4/4/2023 5:01"	""	""	1964	5	15	116.48	2.8	"$246,489,245,495 "	64.1	100.7	79	14.9	46.1	10669709	49.817492	15.472962
"2532"	2405	1100	"Media & Entertainment"	"Yu Faxiang"	51	"China"	"Shaoxing"	"Tourism, cultural industry"	"Media & Entertainment"	"China"	""	TRUE	"D"	"M"	"10/7/1971 0:00"	"Yu"	"Faxiang"	""	"4/4/2023 5:01"	""	""	1971	10	7	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2196"	2133	1300	"Manufacturing"	"Li Yongqing"	58	"China"	"Hangzhou"	"Petro Firbe"	"Manufacturing"	"China"	""	TRUE	"D"	"M"	"6/30/1964 0:00"	"Li"	"Yongqing"	""	"4/4/2023 5:01"	""	""	1964	6	30	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1643"	1575	1900	"Manufacturing"	"Chuanhua Xu & family"	88	"China"	"Hangzhou"	"Chemicals, logistics"	"Manufacturing"	"China"	"Transfar Group"	TRUE	"D"	"M"	"1/1/1935 0:00"	"Xu"	"Chuanhua"	"Founder"	"4/4/2023 5:01"	""	""	1935	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"369"	365	6700	"Manufacturing"	"Thomas Kirk Kristiansen"	44	"Denmark"	"Billund"	"Lego"	"Manufacturing"	"Denmark"	""	FALSE	"D"	"M"	"1/1/1979 0:00"	"Kristiansen"	"Thomas Kirk"	""	"4/4/2023 5:01"	""	""	1979	1	1	110.35	0.8	"$348,078,018,464 "	80.6	101.3	81	32.4	23.8	5818553	56.26392	9.501785
"1252"	1217	2500	"Technology"	"Bobby Murphy"	34	"United States"	"Venice"	"Snapchat"	"Technology"	"United States"	"Snap"	TRUE	"D"	"M"	"7/19/1988 0:00"	"Murphy"	"Bobby"	"Cofounder"	"4/4/2023 5:01"	"California"	"West"	1988	7	19	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1832"	1804	1600	"Finance & Investments"	"Bill Gross"	78	"United States"	"Laguna Beach"	"Investments"	"Finance & Investments"	"United States"	"Pacific Investment Management Company LLC"	TRUE	"E"	"M"	"4/13/1944 0:00"	"Gross"	"Bill"	"Cofounder and Co-Chief Investment Officer"	"4/4/2023 5:01"	"California"	"West"	1944	4	13	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2047"	2020	1400	"Technology"	"Drew Houston"	40	"United States"	"Austin"	"Cloud storage service"	"Technology"	"United States"	"Dropbox"	TRUE	"D"	"M"	"3/4/1983 0:00"	"Houston"	"Drew"	"CEO"	"4/4/2023 5:01"	"Texas"	"South"	1983	3	4	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"356"	352	6800	"Energy"	"Milane Frantz"	53	"United States"	"Houston"	"Pipelines"	"Energy"	"United States"	""	FALSE	"U"	"F"	"8/12/1969 0:00"	"Frantz"	"Milane"	""	"4/4/2023 5:01"	"Texas"	"South"	1969	8	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"217"	215	9000	"Real Estate"	"Alexander Otto"	55	"Germany"	"Hamburg"	"Real estate"	"Real Estate"	"Germany"	""	FALSE	"D"	"M"	"7/7/1967 0:00"	"Otto"	"Alexander"	""	"4/4/2023 5:01"	""	""	1967	7	7	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"1574"	1516	2000	"Healthcare"	"Zhu Yiwen & family"	59	"China"	"Shanghai"	"Healthcare"	"Healthcare"	"China"	""	TRUE	"U"	"M"	"1/1/1964 0:00"	"Zhu"	"Yiwen"	""	"4/4/2023 5:01"	""	""	1964	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1020"	982	3000	"Diversified"	"Guangxin Sun"	60	"China"	"Urumqi"	"Diversified"	"Diversified"	"China"	""	TRUE	"U"	"M"	"12/1/1962 0:00"	"Sun"	"Guangxin"	""	"4/4/2023 5:01"	""	""	1962	12	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"790"	787	3600	"Finance & Investments"	"Jim Coulter"	63	"United States"	"San Francisco"	"Private equity"	"Finance & Investments"	"United States"	""	TRUE	"U"	"M"	"12/1/1959 0:00"	"Coulter"	"Jim"	""	"4/4/2023 5:01"	"California"	"West"	1959	12	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1635"	1575	1900	"Construction & Engineering"	"Mehmet Sinan Tara"	64	"Turkey"	"Istanbul"	"Construction"	"Construction & Engineering"	"Turkey"	""	FALSE	"U"	"M"	"5/24/1958 0:00"	"Tara"	"Mehmet Sinan"	""	"4/4/2023 5:01"	""	""	1958	5	24	234.44	15.2	"$754,411,708,203 "	23.9	93.2	77.4	17.9	42.3	83429615	38.963745	35.243322
"2005"	1905	1500	"Telecom"	"Kenny Troutt"	75	"United States"	"Dallas"	"Telecom"	"Telecom"	"United States"	""	TRUE	"E"	"M"	"1/8/1948 0:00"	"Troutt"	"Kenny"	""	"4/4/2023 5:01"	"Texas"	"South"	1948	1	8	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2066"	2020	1400	"Fashion & Retail"	"Bernard Lewis & family"	97	"United Kingdom"	"London"	"Fashion retailer"	"Fashion & Retail"	"United Kingdom"	""	TRUE	"U"	"M"	"2/10/1926 0:00"	"Lewis"	"Bernard"	""	"4/4/2023 5:01"	""	""	1926	2	10	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"363"	352	6800	"Technology"	"Wang Laisheng"	58	"China"	"Shenzhen"	"Electronics components"	"Technology"	"Hong Kong"	""	TRUE	"D"	"M"	"12/14/1964 0:00"	"Wang"	"Laisheng"	""	"4/4/2023 5:01"	""	""	1964	12	14	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2558"	2540	1000	"Manufacturing"	"Kochouseph Chittilappilly"	72	"India"	"Kochi"	"Electrical appliances"	"Manufacturing"	"India"	""	TRUE	"R"	"M"	"12/27/1950 0:00"	"Chittilappilly"	"Kochouseph"	""	"4/4/2023 5:01"	""	""	1950	12	27	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"1634"	1575	1900	"Manufacturing"	"Hermanto Tanoko"	60	"Indonesia"	"Surabaya"	"Paints"	"Manufacturing"	"Indonesia"	""	FALSE	"Split Family Fortune"	"M"	"9/17/1962 0:00"	"Tanoko"	"Hermanto"	""	"4/4/2023 5:01"	""	""	1962	9	17	151.18	3	"$1,119,190,780,753 "	36.3	106.4	71.5	10.2	30.1	270203917	-0.789275	113.921327
"1742"	1725	1700	"Real Estate"	"John Goff"	67	"United States"	"Fort Worth"	"Real estate"	"Real Estate"	"United States"	""	TRUE	"U"	"M"	"8/26/1955 0:00"	"Goff"	"John"	""	"4/4/2023 5:01"	"Texas"	"South"	1955	8	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"791"	787	3600	"Automotive"	"Nicolas D'Ieteren"	47	"Switzerland"	"Anzere"	"Auto parts, distribution"	"Automotive"	"Belgium"	""	FALSE	"N"	"M"	"4/13/1975 0:00"	"D'Ieteren"	"Nicolas "	""	"4/4/2023 5:01"	""	""	1975	4	13	99.55	0.4	"$703,082,435,360 "	59.6	105.2	83.6	10.1	28.8	8574832	46.818188	8.227512
"2640"	2540	1000	"Diversified"	"Inigo Zobel"	66	"Philippines"	"Makati"	"Diversified"	"Diversified"	"Philippines"	""	FALSE	"R"	"M"	"11/1/1956 0:00"	"Zobel"	"Inigo"	""	"4/4/2023 5:01"	""	""	1956	11	1	129.61	2.5	"$376,795,508,680 "	35.5	107.5	71.1	14	43.1	108116615	12.879721	121.774017
"362"	352	6800	"Diversified"	"Viktor Vekselberg"	65	"Russia"	"Moscow"	"Metals, investments"	"Diversified"	"Russia"	""	TRUE	"U"	"M"	"4/14/1957 0:00"	"Vekselberg"	"Viktor"	""	"4/4/2023 5:01"	""	""	1957	4	14	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"1576"	1575	1900	"Energy"	"Mika Anttonen"	56	"Finland"	"Helsinki"	"Oil & gas"	"Energy"	"Finland"	""	TRUE	"U"	"M"	"12/18/1966 0:00"	"Anttonen"	"Mika"	""	"4/4/2023 5:01"	""	""	1966	12	18	112.33	1	"$268,761,201,365 "	88.2	100.2	81.7	20.8	36.6	5520314	61.92411	25.748151
"1028"	1027	2900	"Automotive"	"Alberto Bombassei"	82	"Italy"	"Bergamo"	"Automotive brakes"	"Automotive"	"Italy"	""	FALSE	"U"	"M"	"10/5/1940 0:00"	"Bombassei"	"Alberto"	""	"4/4/2023 5:01"	""	""	1940	10	5	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"831"	818	3500	"Technology"	"Peter Gassner"	58	"United States"	"Pleasanton"	"Software"	"Technology"	"United States"	""	TRUE	"U"	"M"	"2/26/1965 0:00"	"Gassner"	"Peter"	""	"4/4/2023 5:01"	"California"	"West"	1965	2	26	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1475"	1434	2100	"Fashion & Retail"	"Sergey Lomakin"	49	"Cyprus"	"Paphos"	"Retail"	"Fashion & Retail"	"Russia"	""	TRUE	"R"	"M"	"5/23/1973 0:00"	"Lomakin"	"Sergey"	""	"4/4/2023 5:01"	""	""	1973	5	23	102.51	0.3	"$24,564,647,935 "	75.9	99.3	80.8	24.5	22.4	1198575	35.126413	33.429859
"1349"	1312	2300	"Fashion & Retail"	"Marina Prada"	77	"Italy"	"Milan"	"Luxury goods"	"Fashion & Retail"	"Italy"	""	FALSE	"U"	"F"	"7/14/1945 0:00"	"Prada"	"Marina"	""	"4/4/2023 5:01"	""	""	1945	7	14	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"705"	699	4000	"Technology"	"Travis Kalanick"	46	"United States"	"Los Angeles"	"Uber"	"Technology"	"United States"	"Uber Technologies Inc."	TRUE	"U"	"M"	"8/6/1976 0:00"	"Kalanick"	"Travis"	"Cofounder"	"4/4/2023 5:01"	"California"	"West"	1976	8	6	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"492"	486	5400	"Fashion & Retail"	"Miuccia Prada"	73	"Italy"	"Milan"	"Luxury goods"	"Fashion & Retail"	"Italy"	"Prada"	FALSE	"U"	"F"	"5/10/1949 0:00"	"Prada"	"Miuccia"	"CEO, Fashion Designer"	"4/4/2023 5:01"	""	""	1949	5	10	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"698"	679	4100	"Healthcare"	"Liangzhi Xie & family"	57	"China"	"Beijing"	"Biotech"	"Healthcare"	"China"	""	TRUE	"D"	"M"	"1/1/1966 0:00"	"Xie"	"Liangzhi"	""	"4/4/2023 5:01"	""	""	1966	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2292"	2259	1200	"Fashion & Retail"	"Gary Friedman"	65	"United States"	"Belvedere"	"Furniture retail"	"Fashion & Retail"	"United States"	""	TRUE	"D"	"M"	"8/6/1957 0:00"	"Friedman"	"Gary"	""	"4/4/2023 5:01"	"California"	"West"	1957	8	6	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1151"	1104	2700	"Technology"	"Jeff Rothschild"	68	"United States"	"Palo Alto"	"Facebook"	"Technology"	"United States"	"Meta Platforms"	TRUE	"D"	"M"	"1/2/1955 0:00"	"Rothschild"	"Jeff"	"Advisor"	"4/4/2023 5:01"	"California"	"West"	1955	1	2	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"667"	659	4200	"Finance & Investments"	"Marc Ladreit de Lacharriere"	82	"France"	"Paris"	"Finance"	"Finance & Investments"	"France"	""	TRUE	"U"	"M"	"11/6/1940 0:00"	"Ladreit de Lacharriere"	"Marc"	""	"4/4/2023 5:01"	""	""	1940	11	6	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"1929"	1905	1500	"Media & Entertainment"	"Alan Gerry"	94	"United States"	"Liberty"	"Cable television"	"Media & Entertainment"	"United States"	""	TRUE	"E"	"M"	"12/25/1928 0:00"	"Gerry"	"Alan"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1928	12	25	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"521"	511	5200	"Real Estate"	"Ty Warner"	78	"United States"	"Oak Brook"	"Plush toys, real estate"	"Real Estate"	"United States"	""	TRUE	"U"	"M"	"9/3/1944 0:00"	"Warner"	"Ty"	""	"4/4/2023 5:01"	"Illinois"	"Midwest"	1944	9	3	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"473"	466	5500	"Automotive"	"Dan Friedkin"	58	"United States"	"Houston"	"Toyota dealerships"	"Automotive"	"United States"	"Gulf States Toyota"	FALSE	"U"	"M"	"2/27/1965 0:00"	"Friedkin"	"Dan"	"owner and ceo"	"4/4/2023 5:01"	"Texas"	"South"	1965	2	27	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
